Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,39.750000,41.575001,39.575001,41.549999,37.686737,84018150
2015-01-05,41.500000,42.200001,40.924999,41.125000,37.301250,79182312
2015-01-06,40.375000,40.525002,39.424999,40.049999,36.326199,74353340
2015-01-07,39.650002,40.625000,39.650002,40.224998,36.484936,66641442
2015-01-08,41.000000,41.125000,40.000000,40.950001,37.142525,73763956
2015-01-09,41.349998,42.924999,41.224998,41.575001,37.709419,111638204
2015-01-12,42.099998,42.099998,40.375000,41.275002,37.437309,68046890
2015-01-13,40.525002,41.900002,40.525002,41.474998,37.618706,44744980
2015-01-14,41.750000,42.450001,41.450001,41.674999,37.800114,54127536
2015-01-15,41.150002,43.424999,41.150002,43.325001,39.296707,91616648
2015-01-16,43.500000,44.349998,42.950001,44.150002,40.044994,123071060
2015-01-19,42.825001,42.875000,39.150002,40.599998,36.825066,158017454
2015-01-20,40.674999,42.424999,40.674999,41.799999,37.913498,90891092
2015-01-21,41.799999,43.400002,41.750000,43.299999,39.274021,67617452
2015-01-22,44.000000,44.250000,42.575001,42.650002,38.684460,58842264
2015-01-23,43.500000,43.974998,42.799999,43.575001,39.523460,64706138
2015-01-26,43.500000,44.025002,43.200001,43.825001,39.750210,36799398
2015-01-27,43.825001,43.849998,42.650002,42.900002,38.911221,48745536
2015-01-28,43.000000,43.025002,42.325001,42.424999,38.480385,42199022
2015-01-29,41.799999,42.049999,41.025002,41.474998,37.618706,58649952
2015-01-30,41.575001,42.125000,41.049999,41.299999,37.459984,34235752
2015-02-02,40.400002,40.775002,40.000000,40.349998,36.598309,52051184
2015-02-03,40.525002,41.700001,40.000000,41.700001,37.822792,51786346
2015-02-04,42.250000,42.250000,41.299999,41.500000,37.641384,37364388
2015-02-05,43.000000,43.025002,41.349998,41.500000,37.641384,55399388
2015-02-06,41.450001,41.849998,40.650002,40.950001,37.142525,39129144
2015-02-09,40.750000,41.474998,40.200001,40.875000,37.074497,30075162
2015-02-10,40.849998,41.400002,40.674999,41.125000,37.301250,22979292
2015-02-11,41.000000,41.750000,41.000000,41.299999,37.459984,25432760
2015-02-12,41.375000,42.000000,41.099998,41.500000,37.641384,31248324
2015-02-13,41.849998,42.775002,41.700001,42.750000,38.775162,38809042
2015-02-16,42.650002,43.150002,42.500000,42.950001,38.956573,30496124
2015-02-17,42.950001,43.325001,42.875000,42.974998,38.979248,18633926
2015-02-18,43.275002,43.275002,42.599998,42.950001,38.956573,11497152
2015-02-23,43.000000,43.000000,42.400002,42.650002,38.684460,24946456
2015-02-24,42.700001,43.049999,42.450001,42.849998,38.865871,21073336
2015-02-25,42.924999,43.125000,42.299999,42.575001,38.616436,30055740
2015-02-26,42.500000,43.450001,42.150002,43.250000,39.228680,42260510
2015-02-27,43.200001,44.000000,43.025002,43.125000,39.115299,41479904
2015-03-02,43.900002,43.974998,43.125000,43.174999,39.160648,55270942
2015-03-03,43.599998,43.599998,42.424999,42.474998,38.525734,42734334
2015-03-04,42.500000,42.750000,41.549999,41.599998,37.732090,40548524
2015-03-05,41.575001,41.924999,40.849998,41.025002,37.210556,44790086
2015-03-06,41.099998,41.724998,41.075001,41.200001,37.369278,24015554
2015-03-09,41.000000,42.000000,40.599998,41.900002,38.004196,35510666
2015-03-10,41.900002,41.900002,40.799999,40.875000,37.074497,42627352
2015-03-11,40.599998,41.325001,40.599998,40.974998,37.165199,31335110
2015-03-12,40.900002,41.825001,40.900002,41.474998,37.618706,28552236
2015-03-13,41.500000,42.349998,41.474998,41.825001,37.936180,33009316
2015-03-16,41.825001,43.275002,41.525002,43.174999,39.160648,48974192
2015-03-17,43.650002,43.924999,43.025002,43.400002,39.364727,54259892
2015-03-18,43.400002,44.200001,43.299999,43.875000,39.795563,65879166
2015-03-19,44.000000,44.400002,43.799999,44.250000,40.135696,54142826
2015-03-20,45.000000,46.700001,45.000000,46.049999,41.768333,107391552
2015-03-23,47.025002,47.224998,46.299999,46.724998,42.380577,48779548
2015-03-24,46.250000,46.450001,45.200001,45.525002,41.292149,56634542
2015-03-25,45.525002,46.000000,45.200001,45.525002,41.292149,35391896
2015-03-26,45.049999,46.025002,44.750000,45.400002,41.178776,43076032
2015-03-27,45.799999,45.950001,45.275002,45.599998,41.360180,28598664
2015-03-30,46.400002,46.950001,46.075001,46.650002,42.312553,64678048
2015-03-31,47.400002,47.750000,46.400002,46.599998,42.267189,59534852
2015-04-01,46.450001,47.599998,46.450001,47.224998,42.834087,49112980
2015-04-02,47.500000,47.674999,46.400002,46.575001,42.244518,55098968
2015-04-08,47.599998,48.974998,47.325001,48.625000,44.103912,95875704
2015-04-09,51.000000,51.849998,48.625000,49.150002,44.580093,118391328
2015-04-10,50.849998,52.299999,49.025002,52.150002,47.301170,106815694
2015-04-13,52.750000,54.349998,52.400002,53.650002,48.661694,96062460
2015-04-14,51.900002,53.000000,51.349998,52.049999,47.210461,73061146
2015-04-15,52.500000,54.349998,52.349998,53.200001,48.253540,81261586
2015-04-16,53.200001,55.150002,52.849998,54.849998,49.750122,72012324
2015-04-17,55.349998,56.400002,53.750000,54.450001,49.387321,57027298
2015-04-20,54.450001,55.200001,51.799999,52.250000,47.391869,66642752
2015-04-21,53.000000,55.250000,52.599998,54.950001,49.840832,57306332
2015-04-22,55.200001,56.500000,54.950001,56.250000,51.019951,63155720
2015-04-23,56.500000,57.200001,54.150002,54.549999,49.478020,51970264
2015-04-24,55.099998,55.299999,52.500000,55.099998,49.976871,63191010
2015-04-27,55.799999,56.000000,54.150002,54.799999,49.704765,58908142
2015-04-28,55.200001,55.900002,54.099998,55.650002,50.475746,51009482
2015-04-29,55.500000,55.650002,54.150002,55.099998,49.976871,55624944
2015-04-30,54.549999,56.049999,54.549999,55.700001,50.521095,59792010
2015-05-04,56.099998,56.200001,54.750000,55.150002,50.022228,44388548
2015-05-05,55.500000,55.700001,52.799999,53.650002,48.661694,54719426
2015-05-06,53.099998,56.700001,53.099998,54.349998,49.296608,82001552
2015-05-07,54.250000,54.900002,53.400002,54.049999,49.024509,50222060
2015-05-08,54.900002,55.500000,53.900002,55.400002,50.248989,57025754
2015-05-11,56.150002,56.150002,54.950001,55.900002,50.702496,41693626
2015-05-12,56.349998,56.349998,55.150002,55.599998,50.430389,36619008
2015-05-13,55.549999,55.950001,53.900002,54.200001,49.160557,42848380
2015-05-14,54.200001,54.500000,53.549999,54.049999,49.024509,26719060
2015-05-15,54.500000,55.500000,53.849998,55.200001,50.067581,43670780
2015-05-18,55.150002,55.200001,53.900002,54.650002,49.568722,35280866
2015-05-19,55.299999,56.200001,54.650002,55.750000,50.566441,41536042
