Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,52.799999,52.799999,52.200001,52.450001,49.357769,1180120
2015-01-05,52.599998,52.599998,50.549999,50.849998,47.852093,3561389
2015-01-06,51.200001,51.900002,50.700001,51.799999,48.746090,2221148
2015-01-07,51.700001,52.250000,50.400002,52.049999,48.981354,2687440
2015-01-08,51.950001,53.549999,51.700001,53.349998,50.204704,1031223
2015-01-09,52.500000,54.500000,52.500000,52.799999,49.687134,1139287
2015-01-12,53.349998,53.500000,52.450001,53.250000,50.110607,619284
2015-01-13,53.000000,53.549999,52.099998,53.000000,49.875343,830066
2015-01-14,53.349998,53.650002,52.849998,53.450001,50.298817,713000
2015-01-15,53.799999,54.000000,53.099998,53.799999,50.628178,522212
2015-01-16,54.000000,54.000000,52.799999,53.200001,50.063549,907700
2015-01-19,53.099998,53.400002,51.400002,51.950001,48.887249,990360
2015-01-20,53.000000,54.500000,52.200001,53.299999,50.157658,1211332
2015-01-21,53.099998,54.200001,52.799999,53.900002,50.722286,617394
2015-01-22,54.299999,54.299999,53.799999,53.900002,50.722286,921848
2015-01-23,54.599998,54.849998,53.549999,53.950001,50.769337,1681074
2015-01-26,54.000000,54.000000,53.200001,53.450001,50.298817,966509
2015-01-27,53.700001,54.000000,52.900002,52.950001,49.828293,1720000
2015-01-28,53.250000,53.450001,52.500000,53.150002,50.016502,1931630
2015-01-29,52.650002,53.450001,52.099998,52.599998,49.498920,1851000
2015-01-30,53.000000,53.099998,51.950001,52.049999,48.981354,1117600
2015-02-02,52.200001,52.200001,51.000000,51.049999,48.040306,1343104
2015-02-03,51.049999,51.799999,50.799999,51.500000,48.463776,2129633
2015-02-04,52.099998,52.099998,50.799999,51.049999,48.040306,6130479
2015-02-05,51.000000,52.000000,50.900002,51.049999,48.040306,1304012
2015-02-06,51.049999,51.500000,51.000000,51.299999,48.275566,778260
2015-02-09,51.000000,51.299999,50.799999,51.099998,48.087357,548960
2015-02-10,51.150002,51.500000,50.799999,51.250000,48.228519,774936
2015-02-11,51.049999,51.650002,50.950001,51.000000,47.993252,682654
2015-02-12,50.700001,50.799999,50.000000,50.500000,47.522736,3053200
2015-02-13,50.549999,50.849998,50.000000,50.450001,47.475681,1022500
2015-02-16,50.349998,50.549999,50.049999,50.500000,47.522736,3564015
2015-02-17,50.200001,50.750000,50.200001,50.400002,47.428631,442500
2015-02-18,50.150002,50.599998,49.900002,50.000000,47.052208,942000
2015-02-23,49.799999,49.799999,48.950001,49.000000,46.111164,1329156
2015-02-24,48.849998,49.150002,48.500000,48.650002,45.781803,2262930
2015-02-25,48.799999,49.700001,48.650002,49.549999,46.628746,1469308
2015-02-26,49.349998,50.099998,49.049999,49.700001,46.769897,1373000
2015-02-27,49.700001,49.950001,48.950001,49.049999,46.158222,1515137
2015-03-02,49.150002,50.099998,49.049999,49.400002,46.487587,1379330
2015-03-03,49.150002,49.950001,48.849998,49.299999,46.393475,2406292
2015-03-04,49.000000,49.750000,48.849998,49.049999,46.158222,1208100
2015-03-05,48.900002,49.500000,48.200001,48.299999,45.452435,1608822
2015-03-06,48.250000,49.200001,48.250000,48.599998,45.734745,1237557
2015-03-09,48.549999,49.150002,48.400002,48.750000,45.875908,1159892
2015-03-10,48.700001,49.750000,48.700001,49.599998,46.675793,1599761
2015-03-11,49.299999,49.299999,48.500000,48.549999,45.687695,873369
2015-03-12,49.000000,49.150002,48.400002,48.500000,45.640640,2129050
2015-03-13,48.200001,48.500000,47.500000,47.599998,44.793701,2366175
2015-03-16,47.500000,48.099998,47.500000,47.950001,45.123074,1682230
2015-03-17,47.950001,48.250000,47.549999,47.750000,44.934860,942104
2015-03-18,47.950001,49.299999,47.950001,48.849998,45.970009,1663752
2015-03-19,49.000000,50.400002,49.000000,50.299999,47.334526,2758177
2015-03-20,51.250000,51.950001,50.200001,51.099998,48.087357,8222700
2015-03-23,51.200001,51.750000,50.150002,50.250000,47.287468,2474618
2015-03-24,51.099998,51.099998,49.200001,49.700001,46.769897,1644710
2015-03-25,49.599998,50.450001,49.599998,50.049999,47.099258,1107655
2015-03-26,50.200001,51.450001,49.799999,51.000000,47.993252,1561798
2015-03-27,50.950001,51.799999,50.799999,51.700001,48.651985,1185061
2015-03-30,52.500000,54.799999,52.299999,52.349998,49.263664,1953440
2015-03-31,53.000000,53.299999,50.950001,51.950001,48.887249,2903051
2015-04-01,52.099998,52.099998,51.049999,51.349998,48.322617,2052246
2015-04-02,51.799999,51.950001,50.950001,51.799999,48.746090,1939435
2015-04-08,53.799999,54.799999,53.049999,54.750000,51.522171,3113085
2015-04-09,55.500000,59.099998,55.500000,56.750000,53.404259,4975514
2015-04-10,57.549999,57.799999,54.299999,54.349998,51.145748,3804425
2015-04-13,56.000000,56.000000,54.250000,54.599998,51.381012,2344218
2015-04-14,54.599998,54.599998,52.500000,52.950001,49.828293,3015700
2015-04-15,52.950001,53.549999,51.000000,51.900002,48.840199,3106471
2015-04-16,52.200001,52.299999,51.400002,52.049999,48.981354,3529245
2015-04-17,52.049999,52.849998,51.799999,51.950001,48.887249,2259206
2015-04-20,50.900002,51.849998,50.500000,50.650002,47.663891,2903448
2015-04-21,51.000000,52.200001,51.000000,51.950001,48.887249,2826105
2015-04-22,52.400002,52.400002,51.650002,52.000000,48.934303,1853968
2015-04-23,52.450001,52.950001,51.000000,51.599998,48.557884,2611816
2015-04-24,52.250000,52.900002,51.900002,52.900002,49.781242,4288304
2015-04-27,53.200001,53.299999,51.849998,52.000000,48.934303,3347417
2015-04-28,52.599998,52.650002,51.700001,52.150002,49.075459,1899219
2015-04-29,52.599998,52.599998,51.049999,51.250000,48.228519,1442736
2015-04-30,51.450001,51.450001,49.000000,49.349998,46.440529,3553898
2015-05-04,50.000000,50.200001,48.849998,49.849998,46.911053,3598878
2015-05-05,50.150002,50.250000,49.099998,49.400002,46.487587,1754379
2015-05-06,50.000000,50.000000,48.849998,49.549999,46.628746,1566743
2015-05-07,49.250000,49.799999,49.000000,49.099998,46.205269,1544538
2015-05-08,48.950001,49.700001,48.750000,48.950001,46.064117,1713850
2015-05-11,49.200001,49.549999,49.000000,49.049999,46.158222,1001306
2015-05-12,49.000000,49.700001,48.849998,49.349998,46.440529,888548
2015-05-13,49.099998,50.099998,49.099998,49.799999,46.864002,1766380
2015-05-14,49.650002,49.849998,49.150002,49.500000,46.581688,1493208
2015-05-15,50.000000,50.200001,49.400002,49.650002,46.722847,978796
2015-05-18,49.299999,50.099998,49.299999,49.849998,46.911053,484000
2015-05-19,50.000000,50.000000,49.150002,49.750000,46.816952,1549363
2015-05-20,49.500000,50.250000,49.400002,49.650002,46.722847,1224259
2015-05-21,50.000000,50.000000,49.250000,49.500000,46.581688,2368000
2015-05-22,49.500000,50.099998,49.349998,49.599998,46.675793,854450
2015-05-26,50.099998,53.500000,49.599998,51.599998,48.557884,9912485
2015-05-27,51.500000,52.200001,50.849998,51.200001,48.181465,2813801
2015-05-28,51.299999,51.349998,49.250000,49.700001,46.769897,2739467
2015-05-29,50.250000,50.299999,49.349998,49.700001,46.769897,2170595
2015-06-01,49.500000,50.950001,49.500000,50.400002,47.428631,1929528
2015-06-02,51.200001,52.250000,49.950001,52.150002,49.075459,5246844
2015-06-03,52.099998,53.500000,51.500000,51.700001,48.651985,3890387
2015-06-04,51.799999,52.099998,49.549999,51.150002,48.134411,2832538
2015-06-05,51.000000,51.750000,50.650002,50.750000,47.757992,2563807
